country,region,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Cabo Verde,Santiago,Praia ,151436,1,125691.88,18172.32,7571.8,0,0,7571.8
Cabo Verde,Santiago,Ribeira GST,8415,2,6058.8,1430.55,841.5,84.15,0,925.65
Cabo Verde,Santiago,S: Cruz,26360,2,20033.6,3954,2108.8,263.6,0,2372.4
Cabo Verde,Santiago,São Lourenço dos Orgãos,7127,,,,,,,
Cabo Verde,Santiago,São Salvador do Mundo,8652,1,7008.12,1384.32,259.56,0,0,259.56
Cabo Verde,Santiago,Tarrafal,18314,2,13369.22,3296.52,1465.12,183.14,0,1648.26
Cabo Verde,Santiago,S. Domingos,14037,1,10527.75,2105.55,1403.7,0,0,1403.7
Cabo Verde,Boa Vista,Boa Vista,14451,1,11994.33,1734.12,722.55,0,0,722.55
Cabo Verde,SANTIAGO,Santa Catarina,45122.866885431,2,35647.0648394905,6768.43003281465,2707.37201312586,0,0,2707.37201312586
Cabo Verde,SANTIAGO,São Miguel,14670.728426969,2,11443.1681730358,2200.60926404535,1026.95098988783,0,0,1026.95098988783
Cabo Verde,FOGO,São Filipe,21194.3220085925,2,16743.5143867881,3391.0915213748,1059.71610042963,0,0,1059.71610042963
Cabo Verde,FOGO,Mosteiros,9363.66955116244,2,7303.66224990671,1591.82382369762,468.183477558122,0,0,468.183477558122
Cabo Verde,FOGO,Santa Catarina,5279.25068655721,3,3167.55041193433,1055.85013731144,950.265123580298,105.585013731144,0,1055.85013731144
Cabo Verde,MAIO,Maio,6980.18153134181,2,5235.13614850636,1047.02722970127,698.018153134181,0,0,698.018153134181
Cabo Verde,BRAVA,Brava,5697.79521067085,2,4501.25821642997,1082.58109002746,113.955904213417,0,0,113.955904213417
Cabo Verde,S. Antao ,Ribeira Grande,17017,2,13103.09,3063.06,850.85,0,0,850.85
Cabo Verde,S. Antao ,Porto Novo ,17431,3,10458.6,3486.2,3311.89,174.31,0,3486.2
Cabo Verde,S. Antao ,Paul,6099,2,4513.26,1219.8,365.94,0,0,365.94
Cabo Verde,S. Nicolau,Ribeira Brava,7182,1,5817.42,1220.94,143.64,0,0,143.64
Cabo Verde,S. Nicolau,Tarrafal,5242,2,3931.5,1048.4,262.1,0,0,262.1
Cabo Verde,S. Vicente ,S. Vicente,81014,2,64811.2,12152.1,4050.7,0,0,4050.7
Cabo Verde,Sal,Sal,33747,1,27672.54,5736.99,337.47,0,0,337.47
